14
0	0	14	0	14	0
1	0	14	0	61	0
2	0	14	0	114	0
3	0	14	0	134	0
4	0	14	0	165	0
5	0	14	0	176	0
6	0	14	0	180	0
7	0	14	0	222	0
8	0	14	0	256	0
9	0	14	0	323	0
10	0	14	0	391	0
11	0	14	0	413	0
12	0	14	0	511	0
13	0	14	0	653	0
14	0	14	0	682	0
15	0	14	0	717	0
16	0	14	0	797	0
17	0	14	0	835	0
18	0	14	0	1068	0
19	0	14	0	2081	0
20	0	14	0	2136	0
21	0	14	0	2151	0
22	0	14	0	2197	0
23	0	14	0	2297	0
24	0	14	0	2320	0
25	0	14	0	2337	0
26	0	14	0	2467	0
27	0	14	0	2482	0
28	0	14	0	2492	0
29	0	14	0	2500	0
30	0	14	0	2509	0
31	0	14	0	2576	0
32	0	14	0	2610	0
33	0	14	0	2630	0
34	0	14	0	2650	0
35	0	14	0	2778	0
36	0	14	0	2782	0
37	0	14	0	2783	0
38	0	14	0	3037	0
39	0	14	0	3176	0
40	0	14	0	3178	0
41	0	14	1	103	0
42	0	14	1	166	0
43	0	14	1	182	0
44	0	14	1	279	0
45	0	14	1	336	0
46	0	14	1	384	1
47	0	14	1	385	1
48	0	14	1	386	1
49	0	14	1	387	1
50	0	14	1	388	1
51	0	14	1	389	1
52	0	14	1	390	1.56737
53	0	14	1	391	0
54	0	14	1	398	0
55	0	14	1	470	0
56	0	14	1	501	0
57	0	14	1	557	0
58	0	14	1	656	0
59	0	14	1	677	0
60	0	14	1	719	0
61	0	14	1	778	0
62	0	14	1	782	0
63	0	14	1	885	0
64	0	14	1	1229	0
65	0	14	1	1437	0
66	0	14	1	1544	1
67	0	14	1	1560	1
68	0	14	1	1562	1
69	0	14	1	1564	1
70	0	14	1	2080	0
71	0	14	1	2127	0
72	0	14	1	2206	0
73	0	14	1	2492	0
74	0	14	1	2585	0
75	0	14	1	2587	0
76	0	14	1	2755	1.0975
77	0	14	1	2965	0
78	0	14	1	3008	0
79	0	14	1	3012	0
80	0	14	1	3131	0
81	0	14	1	3148	0
82	0	14	1	3155	0
83	0	14	1	3508	0
84	0	14	1	3537	0
85	0	14	3	3228	0
