14
0	1	0	0	183	0
1	1	0	0	298	0
2	1	0	0	349	0
3	1	0	0	877	0
4	1	0	0	968	0
5	1	0	0	2221	0
6	1	0	0	2311	0
7	1	0	0	2320	0
8	1	0	0	2496	0
9	1	0	0	2788	0
10	1	0	0	2790	0
11	1	0	0	2915	0
12	1	0	0	2987	0
13	1	0	0	3030	0
14	1	0	0	3066	0
15	1	0	0	3144	0
16	1	0	1	12	0
17	1	0	1	61	0
18	1	0	1	144	0
19	1	0	1	210	0
20	1	0	1	267	0
21	1	0	1	428	0
22	1	0	1	441	0
23	1	0	1	556	0
24	1	0	1	675	0
25	1	0	1	789	0
26	1	0	1	953	0
27	1	0	1	1070	0
28	1	0	1	1536	1
29	1	0	1	1537	1
30	1	0	1	1538	1
31	1	0	1	1540	1
32	1	0	1	1542	1
33	1	0	1	1544	1
34	1	0	1	1545	1
35	1	0	1	1547	1
36	1	0	1	1548	1
37	1	0	1	1549	1
38	1	0	1	1551	1
39	1	0	1	1560	1
40	1	0	1	1562	1
41	1	0	1	1564	1
42	1	0	1	2158	0
43	1	0	1	2438	0
44	1	0	1	2492	0
45	1	0	1	2600	0
46	1	0	1	2867	0
47	1	0	1	3014	0
48	1	0	1	3057	0
49	1	0	1	3191	0
50	1	0	1	3219	0
51	1	0	1	3408	0
52	1	0	1	3446	0
53	1	0	1	3453	0
54	1	0	1	3498	0
55	1	0	1	3521	0
56	1	0	1	3535	0
57	1	0	1	3550	0
58	1	0	1	3551	0
59	1	0	3	797	0
60	1	0	3	2986	1.09925
61	1	0	3	3058	0
