14
0	1	3	0	53	0
1	1	3	0	70	0
2	1	3	0	106	0
3	1	3	0	293	0
4	1	3	0	294	0
5	1	3	0	398	0
6	1	3	0	497	0
7	1	3	0	649	0
8	1	3	0	666	0
9	1	3	0	689	0
10	1	3	0	708	0
11	1	3	0	2290	0
12	1	3	0	2340	0
13	1	3	0	2469	0
14	1	3	0	2547	0
15	1	3	0	2696	1
16	1	3	0	2697	1
17	1	3	0	2698	1
18	1	3	0	2712	1
19	1	3	0	2713	1
20	1	3	0	2714	1
21	1	3	0	2715	1
22	1	3	0	2716	1
23	1	3	0	2978	0
24	1	3	0	3177	0
25	1	3	1	130	0
26	1	3	1	162	0
27	1	3	1	231	0
28	1	3	1	663	0
29	1	3	1	1011	0
30	1	3	1	1019	0
31	1	3	1	1083	0
32	1	3	1	1334	0
33	1	3	1	1536	1
34	1	3	1	1540	1
35	1	3	1	1542	1
36	1	3	1	1544	1
37	1	3	1	1545	1
38	1	3	1	1547	1
39	1	3	1	1548	1
40	1	3	1	1549	1
41	1	3	1	1551	1
42	1	3	1	1560	1
43	1	3	1	1562	1
44	1	3	1	1564	1
45	1	3	1	2224	0
46	1	3	1	2228	0
47	1	3	1	2263	0
48	1	3	1	2329	0
49	1	3	1	2355	0
50	1	3	1	2370	0
51	1	3	1	2396	0
52	1	3	1	2414	0
53	1	3	1	2416	0
54	1	3	1	2455	0
55	1	3	1	2553	0
56	1	3	1	2594	0
57	1	3	1	2596	0
58	1	3	1	2598	0
59	1	3	1	2599	0
60	1	3	1	2625	0
61	1	3	1	2626	0
62	1	3	1	2751	0
63	1	3	1	3186	0
64	1	3	1	3478	0
65	1	3	2	2855	0
66	1	3	4	2189	1
67	1	3	4	2200	1
68	1	3	5	47	0
69	1	3	5	531	0
70	1	3	5	2339	0
