14
0	0	15	0	134	0
1	0	15	0	189	0
2	0	15	0	408	0
3	0	15	0	580	1
4	0	15	0	845	0
5	0	15	0	850	0
6	0	15	0	889	0
7	0	15	0	950	0
8	0	15	0	969	0
9	0	15	0	1083	0
10	0	15	0	2159	0
11	0	15	0	2232	0
12	0	15	0	2353	0
13	0	15	0	2371	0
14	0	15	0	2495	0
15	0	15	0	2724	0
16	0	15	0	2755	0
17	0	15	0	2864	0
18	0	15	0	2901	0
19	0	15	0	2949	0
20	0	15	0	3019	0
21	0	15	0	3056	0
22	0	15	1	116	0
23	0	15	1	161	0
24	0	15	1	184	0
25	0	15	1	199	0
26	0	15	1	479	0
27	0	15	1	546	0
28	0	15	1	609	0
29	0	15	1	1079	0
30	0	15	1	1535	0
31	0	15	1	1536	0
32	0	15	1	1537	0
33	0	15	1	1538	0
34	0	15	1	1540	0
35	0	15	1	1542	1
36	0	15	1	1544	1
37	0	15	1	1545	1
38	0	15	1	1547	1
39	0	15	1	1548	1
40	0	15	1	1549	1
41	0	15	1	1551	1
42	0	15	1	1560	1
43	0	15	1	1562	1
44	0	15	1	1564	1
45	0	15	1	2104	0
46	0	15	1	2158	0
47	0	15	1	2173	0
48	0	15	1	2178	0
49	0	15	1	2345	0
50	0	15	1	2514	0
51	0	15	1	2789	0
52	0	15	1	2799	0
53	0	15	1	2813	0
54	0	15	1	2917	0
55	0	15	1	3019	0
56	0	15	1	3549	0
57	0	15	1	3576	0
58	0	15	2	2937	0
59	0	15	2	2982	1.87107
60	0	15	3	1180	0
61	0	15	3	2160	1
62	0	15	3	2559	0
63	0	15	3	2682	0
64	0	15	3	3164	1.48536
65	0	15	4	2713	1
66	0	15	4	2756	0
67	0	15	5	1076	0
