14
0	0	5	0	0	0
1	0	5	0	3	0
2	0	5	0	49	0
3	0	5	0	65	0
4	0	5	0	130	0
5	0	5	0	325	0
6	0	5	0	520	0
7	0	5	0	589	0
8	0	5	0	671	0
9	0	5	0	968	0
10	0	5	0	1053	1
11	0	5	0	1091	0
12	0	5	0	1127	0
13	0	5	0	1150	0
14	0	5	0	2203	0
15	0	5	0	2207	0
16	0	5	0	2258	0
17	0	5	0	2376	0
18	0	5	0	2415	0
19	0	5	0	2418	0
20	0	5	0	2493	0
21	0	5	0	2624	0
22	0	5	0	2682	0
23	0	5	0	2738	0
24	0	5	0	2917	0
25	0	5	0	2918	0
26	0	5	0	2925	0
27	0	5	0	2928	0
28	0	5	0	3015	0
29	0	5	0	3028	0
30	0	5	0	3034	0
31	0	5	0	3035	0
32	0	5	0	3041	0
33	0	5	0	3045	0
34	0	5	0	3046	0
35	0	5	0	3047	0
36	0	5	0	3056	0
37	0	5	0	3069	0
38	0	5	0	3140	0
39	0	5	0	3147	0
40	0	5	0	3165	0
41	0	5	0	3166	0
42	0	5	0	3172	0
43	0	5	0	3176	0
44	0	5	0	3182	0
45	0	5	0	3183	0
46	0	5	0	3193	0
47	0	5	1	155	0
48	0	5	1	259	0
49	0	5	1	286	0
50	0	5	1	320	0
51	0	5	1	328	0
52	0	5	1	440	0
53	0	5	1	680	0
54	0	5	1	713	0
55	0	5	1	853	0
56	0	5	1	925	0
57	0	5	1	970	0
58	0	5	1	1082	0
59	0	5	1	1200	0
60	0	5	1	1544	1
61	0	5	1	1545	1
62	0	5	1	1547	1
63	0	5	1	1548	1
64	0	5	1	1549	1
65	0	5	1	1560	1
66	0	5	1	1562	1
67	0	5	1	1564	1
68	0	5	1	2086	0
69	0	5	1	2113	0
70	0	5	1	2117	0
71	0	5	1	2119	0
72	0	5	1	2162	0
73	0	5	1	2187	0
74	0	5	1	2291	0
75	0	5	1	2359	0
76	0	5	1	2546	0
77	0	5	1	2709	0
78	0	5	1	2719	0
79	0	5	1	2735	0
80	0	5	1	2751	0
81	0	5	1	2759	0
82	0	5	1	2826	0
83	0	5	1	2865	0
84	0	5	1	2887	0
85	0	5	1	2969	0
86	0	5	1	2983	0
87	0	5	1	2989	0
88	0	5	1	3066	0
89	0	5	1	3073	0
90	0	5	1	3074	0
91	0	5	1	3093	0
92	0	5	1	3109	0
93	0	5	1	3117	0
94	0	5	1	3128	0
95	0	5	1	3148	0
96	0	5	1	3177	1
97	0	5	1	3179	1
98	0	5	1	3185	0
99	0	5	1	3206	0
100	0	5	1	3207	0
101	0	5	1	3224	0
102	0	5	1	3226	0
103	0	5	1	3227	0
104	0	5	1	3236	0
105	0	5	1	3279	0
106	0	5	1	3299	0
107	0	5	1	3322	0
108	0	5	1	3330	0
109	0	5	1	3337	0
110	0	5	1	3341	0
111	0	5	1	3355	0
112	0	5	1	3370	0
113	0	5	1	3426	0
114	0	5	1	3446	0
115	0	5	1	3451	0
116	0	5	1	3453	0
117	0	5	1	3455	0
118	0	5	1	3480	0
119	0	5	1	3553	0
120	0	5	1	3565	0
121	0	5	1	3570	0
122	0	5	3	2492	0
123	0	5	3	2659	1.41172
124	0	5	3	2661	1
125	0	5	3	3229	0
126	0	5	4	143	0
127	0	5	4	2171	0
128	0	5	4	2515	0
129	0	5	4	3052	0
130	0	5	4	3200	1.0975
131	0	5	5	1020	0
132	0	5	5	2067	0
133	0	5	5	2685	0
134	0	5	5	3168	0
